,beanChargeTemperature,beanDropTemperature,drumChargeTemperature,drumDropTemperature,preheatTemperature,roastStartIndex,roastEndIndex,totalRoastTime,indexFirstCrackStart,indexFirstCrackEnd,indexYellowingStart,weightGreen,weightRoasted,weightLostPercent,roastNumber,sampleRate,firmware,missingSeconds,userId,dateTime,roastName,comments,updatedAt,ambient,humidity,rating,beanId,indexTurningPoint,ibtsTurningPointTemp,index165PT,turningPointTime,yellowPointTime,firstCrackTime,time/temp,deltaIBTS-BT
10,128.1,175.1,210.8,193.4,210,0,1719,14.283333333333333,1242.0,1566,698,450,384.0,14.666666666666666,22,2,562,[],73009f59-2d2e-4215-b6ff-961946ee0b80,1597514557046,#12 PNG Bariod,"slower roast, attempted to follow previous Peru. Found FC spike before sound at 196 degs, should plan to drop P 1 min sooner at 190ish? 
Seemingly went longer as I wanted to get rid of rasin mottel...",,72.0,68.0,2,e909f88b-4e94-4791-83e8-59fad3713332,122.0,79.9,697.0,1.0166666666666666,5.816666666666666,10.35,0.08157243479916239,18.30000000000001
11,129.6,181.7,217.3,199.2,215,0,1350,11.216666666666667,1022.0,0,608,450,385.0,14.444444444444445,22,2,562,[],73009f59-2d2e-4215-b6ff-961946ee0b80,1597516297433,#13 Kenya Nyeri Githiru AA,"attempted to plan to drop P before 1C since PNG was plateaued.  Did this a little better and found the 400g roast was behaving a fair bit different than 450, 13% different weight. Major crash at end that couldn't be countered with heat:  eh - bland taste of chewing beans",,78.0,70.0,3,7777609e-8e8f-4f45-b1dd-9f493beed45e,117.0,85.1,608.0,0.975,5.066666666666666,8.516666666666667,0.061731792331682266,17.5
12,132.6,182.5,230.5,204.1,230,0,1142,9.466666666666667,922.0,0,506,488,427.0,12.5,27,2,562,[],73009f59-2d2e-4215-b6ff-961946ee0b80,1599702325235,#17 Ethiopia Limu Musa  Soak 9/9/20,"This is another weird experiment.  First tried and the roast temp peaked at ~10ROR and plummeted... did not yellow after 8-9 mins..I think the Power was malfunctioning. call it a super long soak.  Then I cooled and pre-heated again to 230 and roasted on mostly 9 with increasing the fan speed.  Seemingly good results wtih 1C ~8 ROR. Used a dip in Power here and bought it back up to avoid a crash. Finished at 204 (although wish I was higher and 5 deg ROR at 18% DEV.  Nice taste after roasting, slightly tingy metalic smell?",,76.0,67.0,2,ee917c80-02a3-43d0-b91c-380b2ac6761b,105.0,83.3,505.0,0.875,4.216666666666667,7.683333333333334,0.051872146118721464,21.599999999999994
13,130.2,191.4,216.1,210.3,215,0,1156,9.6,924.0,0,540,490,425.0,13.26530612244898,28,2,562,[],73009f59-2d2e-4215-b6ff-961946ee0b80,1600622540630,#18 Eithopian DP Shakios Korommii with sm new DP mix,The roast temp was higher than expected mid roast but I feel it was well modulated with significant and pre-emptive increases in fan speed as well as a temp dip at 1C,,67.0,28.0,3,3105b557-916f-40b6-bec1-59f17c2a8fd7,108.0,83.2,540.0,0.9,4.5,7.7,0.050156739811912224,18.900000000000006
14,138.7,186.7,216.3,205.7,215,0,1149,9.533333333333333,902.0,0,520,490,425.0,13.26530612244898,29,2,562,[],73009f59-2d2e-4215-b6ff-961946ee0b80,1601429240993,#19 Etihopia Limu,Good roast with short to no soak.  had ~80g of washed eithopian in there which may have been early 1C aspect(?) ,,56.0,90.0,3,ee917c80-02a3-43d0-b91c-380b2ac6761b,119.0,82.4,520.0,0.9916666666666667,4.333333333333333,7.516666666666667,0.051062310301731834,19.0
15,129.5,190.2,216.3,202.5,215,0,1090,9.033333333333333,914.0,0,540,500,440.0,12.0,30,2,562,[],73009f59-2d2e-4215-b6ff-961946ee0b80,1601585623994,#20 Ethiopia Limu - Fan Rubbing,Fan was rubbing in the back causing a late spike in heat and problematic ,,63.0,41.0,2,ee917c80-02a3-43d0-b91c-380b2ac6761b,116.0,81.0,537.0,0.9666666666666667,4.5,7.616666666666666,0.04749386610585349,12.300000000000011
16,126.1,181.9,201.9,203.0,202,0,1414,11.75,1216.0,0,734,500,435.0,13.0,30,2,562,[],73009f59-2d2e-4215-b6ff-961946ee0b80,1601588681816,#21 Ethiopia Genji Challa,"Says 230 PH but maybe only 200, slow Turning Point and quick drop on P7, probably several things on the low end of what is needed. I tried to bring this below my typical but this felt too long.  Marcelle's HBD batch ",,62.0,42.0,3,9e7d2b7e-1f51-4baf-bc3c-5b061d91acd8,113.0,73.7,730.0,0.9416666666666667,6.116666666666666,10.133333333333333,0.06459593183067619,21.099999999999994
17,137.7,183.5,222.8,201.5,220,0,1355,11.25,1134.0,0,590,490,422.0,13.877551020408163,32,2,562,[],73009f59-2d2e-4215-b6ff-961946ee0b80,1601855575556,#22 Ethiopia Gengi Challa DP,"220 charge was higher than previous turning point. steady decline resulted in a bit of necessary lateral movement to get thru 1C without dropping hard and stalling at end, actually did a little end shuffle where I didn't drop but turned it to cool and back to on at the end for another 20-30 sec. ",,58.0,77.0,3,9e7d2b7e-1f51-4baf-bc3c-5b061d91acd8,110.0,81.7,591.0,0.9166666666666666,4.916666666666667,9.45,0.06130790190735695,18.0
18,133.2,183.1,223.1,204.1,220,0,1282,10.633333333333333,1040.0,1266,596,490,423.0,13.673469387755102,33,2,562,[],73009f59-2d2e-4215-b6ff-961946ee0b80,1602207340600,#22 Guat Xinabajul Chchu - typical,"Typical, sorta poorly controlled and ending mottled and past 'very light'   could not get a strong ROR ending finish without crashing",,54.0,62.0,2,c0ce6a21-1edf-442b-a721-b295b5c20956,118.0,80.3,596.0,0.9833333333333333,4.966666666666667,8.666666666666666,0.05807391225195704,21.0
19,129.3,181.7,217.7,204.5,215,0,1432,11.883333333333333,1156.0,0,684,490,420.0,14.285714285714286,34,2,562,[],73009f59-2d2e-4215-b6ff-961946ee0b80,1603330047486,#23 PNG Barioda Estate 1,Well (self) managed declining ROR with minimal input except for around 1C and TD. Next time go a little longer,,69.0,85.0,3,e909f88b-4e94-4791-83e8-59fad3713332,115.0,78.3,683.0,0.9583333333333334,5.7,9.633333333333333,0.06540084388185655,22.80000000000001
20,132.8,181.2,217.6,205.0,215,0,1469,12.2,1090.0,1422,640,490,416.0,15.10204081632653,34,2,562,,73009f59-2d2e-4215-b6ff-961946ee0b80,1603331383369,#24 PNG Barioda Estate 2nd Actual,Just a hair darker with some on-the-fly adjustments to keep this medium roast going 25 seconds longer than the previous. Taste will tell,,67.0,85.0,3,e909f88b-4e94-4791-83e8-59fad3713332,120.0,79.0,641.0,1.0,5.333333333333333,9.083333333333334,0.0673289183222958,23.80000000000001
21,119.0,181.3,202.7,201.2,200,0,1362,11.3,1128.0,0,692,490,429.0,12.448979591836734,36,2,562,[],73009f59-2d2e-4215-b6ff-961946ee0b80,1603414649858,# 25 Kenya Mix 350/140,Felt like low charge temp maybe have resulted in slower 2nd D (slower ROR drop) uncertain. ,,69.0,61.0,0,7777609e-8e8f-4f45-b1dd-9f493beed45e,112.0,72.7,691.0,0.9333333333333333,5.766666666666667,9.4,0.06232763375620518,19.899999999999977
22,119.4,187.3,203.3,207.3,200,0,1412,11.716666666666667,1128.0,0,664,490,429.0,12.448979591836734,36,2,562,[],73009f59-2d2e-4215-b6ff-961946ee0b80,1603415792364,# 25 Kenya Mix 350/140,Felt like low charge temp maybe have resulted in slower 2nd D (slower ROR drop) uncertain. ,,68.0,63.0,0,7777609e-8e8f-4f45-b1dd-9f493beed45e,112.0,72.7,691.0,0.9333333333333333,5.533333333333333,9.4,0.06255561487809218,20.0
23,139.2,186.7,219.2,208.7,225,0,1193,9.933333333333334,958.0,0,534,500,432.0,13.6,38,2,562,[],73009f59-2d2e-4215-b6ff-961946ee0b80,1604242690683,#27 Guat ,"Tried a combo of heat and fan with a 225 PH, but didn't get stability to avoid the crash",,43.0,100.0,4,c0ce6a21-1edf-442b-a721-b295b5c20956,108.0,80.3,534.0,0.9,4.45,7.983333333333333,0.05320478485984646,22.0
24,154.9,192.2,243.3,205.9,225,0,1122,9.35,918.0,0,514,500,434.0,13.2,38,2,562,[],73009f59-2d2e-4215-b6ff-961946ee0b80,1604245208378,#28 Guat 245PH no crash,,,54.0,72.0,5,c0ce6a21-1edf-442b-a721-b295b5c20956,118.0,89.1,514.0,0.9833333333333333,4.283333333333333,7.65,0.04864724245577524,13.700000000000017
25,150.1,189.7,194.7,203.3,245,0,1224,10.15,1012.0,0,496,500,435.0,13.0,40,2,562,[],73009f59-2d2e-4215-b6ff-961946ee0b80,1604590564923,#29 Genji Challa DP - Good,,,70.0,34.0,5,9e7d2b7e-1f51-4baf-bc3c-5b061d91acd8,103.0,89.5,496.0,0.8583333333333333,4.133333333333334,8.433333333333334,0.05350553505535056,13.600000000000023
26,148.0,186.4,245.9,204.6,245,0,1051,8.75,854.0,0,476,500,437.0,12.6,41,2,562,[],73009f59-2d2e-4215-b6ff-961946ee0b80,1604600188923,#30 Burrundi ,,,30.0,34.0,4,e22c4d21-3ef1-4ff6-81ef-a6127c941c52,113.0,90.7,475.0,0.9416666666666667,3.966666666666667,7.116666666666666,0.04694206008583691,18.19999999999999
27,149.9,186.1,245.7,202.8,245,0,1007,8.383333333333333,828.0,0,454,500,432.0,13.6,41,2,562,[],73009f59-2d2e-4215-b6ff-961946ee0b80,1604601066847,#31 Ethiopia Lima Musu washed and crashed,Really fast due to high temps after intital ROR drop. ,,70.0,34.0,3,ee917c80-02a3-43d0-b91c-380b2ac6761b,112.0,92.4,451.0,0.9333333333333333,3.783333333333333,6.9,0.04504746552032957,16.700000000000017
28,149.9,182.3,230.4,205.5,245,0,1183,9.816666666666666,876.0,0,492,497,429.0,13.682092555331993,44,2,562,[],73009f59-2d2e-4215-b6ff-961946ee0b80,1608076090892,#32 PNG / Guat for Tara,"Cupping: Much flatter and more empty than expected. Not much sweetness or rich/chocolate typical Guat flavor

Roast: Curve looked like a good roast given first at low temps (30 F in Pittsburgh adding a few to the garage, maybe 8), my water isn't frozen
waited a bit longer than a previous guat to drop temp because ambient escape.  245 PH",,38.0,60.0,4,e909f88b-4e94-4791-83e8-59fad3713332,114.0,90.6,489.0,0.95,4.1,7.3,0.053848966904370084,23.19999999999999
29,139.2,177.9,245.4,201.5,245,0,1082,9.016666666666667,846.0,0,482,490,430.5,12.142857142857142,44,2,558,[],73009f59-2d2e-4215-b6ff-961946ee0b80,1608077396752,#33 Kenya Gakuyu-Ini AA,"Damn cold, 2nd roast. Tried to play it off #32 but had more of a crash that I would have liked and it hung at 200-201 for too long",,38.0,60.0,4,55c16e48-9b08-4b2f-93d5-8f8b089a5017,117.0,89.4,482.0,0.975,4.016666666666667,7.05,0.05068390481543939,23.599999999999994
30,142.8,178.8,243.8,202.3,245,0,1256,10.466666666666667,980.0,0,570,490,428.0,12.653061224489797,46,2,558,[],73009f59-2d2e-4215-b6ff-961946ee0b80,1608418073349,#34 Kenya - Soak and watch,34 outside.  Crash at end is when I opened the garage door and kicked on the 2 fans in the garage! Also used green pad atop bullet to reduce heat loss in low temps.   YP at 165 was fine with visual change. Increased fan here. Tried power dip b4 1C.... Interesting -> 1C seemed to come early on this soaked roast. ,,42.0,78.0,4,55c16e48-9b08-4b2f-93d5-8f8b089a5017,119.0,90.0,572.0,0.9916666666666667,4.75,8.166666666666666,0.05853840417598807,23.5
31,138.6,185.8,232.1,205.4,230,0,1172,9.766666666666667,904.0,0,508,400,348.6,12.849999999999996,48,2,558,[],73009f59-2d2e-4215-b6ff-961946ee0b80,1608591810107,"#35 Kenya no soak - FC stall, balls","Smaller batch size with mid-sized PH... still have post 1C problems that could be causing baked flavors. Attempted to resist turning up the fan with very cold air entering the system. 
Cooled on box fan",,42.0,85.0,3,55c16e48-9b08-4b2f-93d5-8f8b089a5017,115.0,90.9,506.0,0.9583333333333334,4.233333333333333,7.533333333333333,0.05256548259777539,19.599999999999994
32,134.4,186.8,227.2,203.4,225,0,992,8.266666666666667,798.0,0,454,405,354.0,12.592592592592593,49,2,558,[],73009f59-2d2e-4215-b6ff-961946ee0b80,1609022936499,#36 Guat 400g from M.  ,"cold AF out,  garage is quite cold.  Tried to go quick and hot early, extend the mailard (althought that wasn't perfect, and keep it going thru FC... Seemed to work with hesitation to run fan at end (very cold air entering the machine).  First chew of post roast bean is a bit ashey..",,30.0,72.0,4,,105.0,84.0,454.0,0.875,3.783333333333333,6.65,0.04425410421127766,16.599999999999994
33,134.2,174.0,230.2,209.3,230,0,1094,9.116666666666667,820.0,0,460,401,346.0,13.71571072319202,49,2,558,[],73009f59-2d2e-4215-b6ff-961946ee0b80,1609023572351,#37 Kenya - fast start. always stalls,"Its a bit unnerving coming into the yellowing and browing with high RORs.  An articicle recomended trying to burn thru the drying phase hot to preserve some acidity, but then extend the mailard to get fruit and sweetness... however when set up with a hot drying phase, its hard to slow down the momentum, yet not stall momentum at the end",,29.0,70.0,4,55c16e48-9b08-4b2f-93d5-8f8b089a5017,114.0,89.4,458.0,0.95,3.8333333333333335,6.833333333333333,0.05239463601532567,35.30000000000001
34,135.1,194.7,214.9,208.9,215,0,1285,10.7,1180.0,0,636,490,420.0,14.285714285714286,52,2,558,[],73009f59-2d2e-4215-b6ff-961946ee0b80,1609438442061,"#38 Ethiopain Yirg.   LATE and HOT (205?) FC - PH 215, ","Garage open at 4min.  Holding steady, looked like a lot of chaff from this Yirg so I upped fan a tried to hold heat thru FC.  Very supprised that audible FC wasn't until 205C..   First notes of taste are ashy with some fruit...althought nice outside bean character, smooth finish ",,42.0,76.0,4,4a557687-d410-4ad2-b504-27b518a9a7ae,114.0,78.8,638.0,0.95,5.3,9.833333333333334,0.05495634309193631,14.200000000000017
35,125.0,190.4,206.1,206.6,205,0,1344,11.2,1256.0,0,690,490,421.0,14.081632653061224,52,2,558,[],73009f59-2d2e-4215-b6ff-961946ee0b80,1609440612037,#39 Ethiopian Yirg 205 PH - ,"Less Ashy, nice taste at end",,48.0,75.0,5,4a557687-d410-4ad2-b504-27b518a9a7ae,109.0,73.8,688.0,0.9083333333333333,5.75,10.466666666666667,0.0588235294117647,16.19999999999999
36,142.0,196.4,236.5,209.7,235,0,1089,9.066666666666666,970.0,0,536,490,422.3,13.816326530612242,52,2,558,[],73009f59-2d2e-4215-b6ff-961946ee0b80,1609441622617,#40 Ethiopian Yirg 235PH - Fast roast 209 drop but light!,"209 drop but visibly lighter, picked out 2 grams (roast weight corrected) of light and grassy beans",,45.0,75.0,5,4a557687-d410-4ad2-b504-27b518a9a7ae,109.0,83.7,532.0,0.9083333333333333,4.466666666666667,8.083333333333334,0.046164290563475895,13.299999999999983
37,147.2,197.4,235.6,209.8,235,0,1171,9.75,1056.0,0,588,490,421.0,14.081632653061224,55,2,558,[],73009f59-2d2e-4215-b6ff-961946ee0b80,1609976977201,#41 Ethiopian - 1:30 soak,,,46.0,76.0,0,4a557687-d410-4ad2-b504-27b518a9a7ae,115.0,87.1,584.0,0.9583333333333334,4.9,8.8,0.04939209726443769,12.400000000000006
38,131.5,197.1,225.3,209.3,225,0,1216,10.133333333333333,1106.0,0,572,490,420.5,14.183673469387756,55,2,558,[],73009f59-2d2e-4215-b6ff-961946ee0b80,1609979124648,#42 Ethiopia - no soak 225 - PREF," adjustemnts at 170ish to attempt drop ROR instead of plateauinng around FC... Test was supposed to let roast expand in DEV time but it reached 209 at a very similar time....   Result: Low acid, medium body, med-high flavors of a fruity cup",,45.0,75.0,0,4a557687-d410-4ad2-b504-27b518a9a7ae,113.0,81.0,568.0,0.9416666666666667,4.766666666666667,9.216666666666667,0.05141214273634365,12.200000000000017
39,144.4,194.9,226.6,208.0,225,0,1343,11.183333333333334,1148.0,0,568,490,418.0,14.693877551020408,57,2,558,[],73009f59-2d2e-4215-b6ff-961946ee0b80,1610670126501,#43 Ethiopia 225 42 mirror with longer dev,"pretty well behaved roast after quite closely following the last few.  Seems like a higher PH with a higher temp in the garage.   Would like to see if the low ROR at the end and a drop temp ~2 degs less than the previous roasts changes flavor
",,51.0,56.0,0,4a557687-d410-4ad2-b504-27b518a9a7ae,118.0,84.7,570.0,0.9833333333333333,4.733333333333333,9.566666666666666,0.05737985291602531,13.099999999999994
40,151.6,181.7,236.3,198.5,235,0,1018,8.483333333333333,862.0,0,476,490,433.0,11.63265306122449,58,2,558,[],73009f59-2d2e-4215-b6ff-961946ee0b80,1611363403112,#44 Kenya - Rao suggestion,"Attempted temp based power % based on Rao's CRBP.. did not appropriately account for fan changes on a cold night (30F outside) .  Beans quite hard with only 11.6% WL althought i was aftraight they were going a little long
Cupping:  High acid, moderate flavor",,43.0,66.0,0,55c16e48-9b08-4b2f-93d5-8f8b089a5017,124.0,89.8,472.0,1.0333333333333334,3.966666666666667,7.183333333333334,0.04668868097596771,16.80000000000001
41,141.4,186.2,239.4,202.5,240,0,1128,9.4,886.0,0,476,490,427.0,12.857142857142858,58,2,558,[],73009f59-2d2e-4215-b6ff-961946ee0b80,1611364084883,#45 Kenya Rao's with little to no fan. still crashed 40s after FC,pushed this roast a little further but it still crashed 40 sec after 1C.  the cold weather can't be helping but it does tend tto suck heat hard!,,42.0,60.0,0,55c16e48-9b08-4b2f-93d5-8f8b089a5017,113.0,86.4,476.0,0.9416666666666667,3.966666666666667,7.383333333333334,0.05048335123523094,16.30000000000001
42,142.7,191.3,245.0,206.3,245,0,1045,8.7,860.0,0,448,400,341.0,14.75,61,2,558,[],73009f59-2d2e-4215-b6ff-961946ee0b80,1612023771596,#46 Sumatra,"kinda ugly beans,   looks like kenyan FC crash,  so cold outside",,41.0,65.0,0,,110.0,91.8,448.0,0.9166666666666666,3.7333333333333334,7.166666666666667,0.04547830632514375,15.0
43,149.9,190.8,236.2,201.6,235,0,1151,9.583333333333334,904.0,0,486,490,429.0,12.448979591836734,61,2,558,[],73009f59-2d2e-4215-b6ff-961946ee0b80,1612025301077,#47 Ethiopia mix. 40%DP 40% wash 20% Burrundi,Pretty wonky chart. temp increases in unexpeted places when I was reducing heat.. ibtsTemps flatlineed after FC althought the ROR was still 5-2... potentially related to the method of smoothing in ROR?,,38.0,65.0,0,ee917c80-02a3-43d0-b91c-380b2ac6761b,121.0,86.3,484.0,1.0083333333333333,4.05,7.533333333333333,0.05022711390635919,10.799999999999983
44,163.3,187.7,242.6,204.7,240,0,1132,9.433333333333334,886.0,0,478,490,423.0,13.673469387755102,63,2,558,[],73009f59-2d2e-4215-b6ff-961946ee0b80,1612631405359,#48 Kenya - dip to fix crash,"Higher PH after quite a long warm up. Roared right into this roast in cold temps, no prob. about a 40sec dip at 180C seemed to control some of the FC spike with limited crash (but thats bean temp)   ",,37.0,41.0,0,55c16e48-9b08-4b2f-93d5-8f8b089a5017,126.0,94.1,478.0,1.05,3.9833333333333334,7.383333333333334,0.050257503107796135,17.0
45,141.2,188.1,236.8,205.5,235,0,1262,10.516666666666667,932.0,0,492,490,423.0,13.673469387755102,64,2,558,[],73009f59-2d2e-4215-b6ff-961946ee0b80,1612633639288,#49 Kenya playback,Large dip/spike after ROR peak due to pulling back cover off for fan rubbing. cancled playback at end to adjust power and time at FC. Interesting samem weight loss with a longer DTR,,40.0,41.0,0,55c16e48-9b08-4b2f-93d5-8f8b089a5017,117.0,86.8,492.0,0.975,4.1,7.766666666666667,0.05590997696260855,17.400000000000006
46,146.6,187.6,239.2,206.1,240,0,1208,10.066666666666666,916.0,0,468,490,423.0,13.673469387755102,65,2,558,[],73009f59-2d2e-4215-b6ff-961946ee0b80,1613327706339,#50 Kenya Recipie off 48,First recipie built off #48.   I missed the first P7-P6 step in the roast and needed to do a manual adjust for P drop on DTR at the end of the roast. However pretty happy,,42.0,76.0,4,55c16e48-9b08-4b2f-93d5-8f8b089a5017,120.0,90.5,468.0,1.0,3.9,7.633333333333334,0.05366027007818053,18.5
47,137.4,192.4,228.5,205.5,225,0,1358,11.316666666666666,1236.0,0,632,490,422.0,13.877551020408163,65,2,558,[],73009f59-2d2e-4215-b6ff-961946ee0b80,1613329471325,#51 Ethiopia Natural off Recipe,not well executed roast!  ,,41.0,76.0,0,4a557687-d410-4ad2-b504-27b518a9a7ae,111.0,81.4,598.0,0.925,5.266666666666667,10.3,0.05881843381843382,13.099999999999994
48,157.1,205.4,236.4,208.7,235,0,1418,11.816666666666666,1260.0,0,732,660,565.5,14.318181818181818,67,2,558,[],73009f59-2d2e-4215-b6ff-961946ee0b80,1614470122289,#52 Ethiopia Bedhatu - last w 660g,"Bit of a struggle with this higher batch size.  Started wiht lower momentum than expected and gave it a bit more power, it took off on me at the end and had a hard time bringing it down. Over all, much longer of a roast than i'd like. ",,45.0,77.0,0,4a557687-d410-4ad2-b504-27b518a9a7ae,123.0,75.4,746.0,1.025,6.1,10.5,0.057530022719896136,3.299999999999983
49,157.3,206.9,240.9,209.1,240,0,1495,12.45,1312.0,0,688,700,600.0,14.285714285714286,69,2,558,[],73009f59-2d2e-4215-b6ff-961946ee0b80,1615074983249,#54 Ethiopian 700,"decent roast, challenges in manageing 700g",,38.0,43.0,0,IUMrbl9pMB4QKD5QZNyW,118.0,77.7,678.0,0.9833333333333333,5.733333333333333,10.933333333333334,0.06017399710004833,2.1999999999999886
50,148.0,197.5,234.4,205.3,235,0,1173,9.766666666666667,1032.0,1170,602,600,524.5,12.583333333333334,70,2,558,[],73009f59-2d2e-4215-b6ff-961946ee0b80,1616343874386,#55 Ethiopia 600g,Pretty good roast following the last 700g. seems like 600 was more manageable to control,,50.0,20.0,0,IUMrbl9pMB4QKD5QZNyW,114.0,79.5,602.0,0.95,5.016666666666667,8.6,0.04945147679324895,7.800000000000011
